state;action_reward;n_state 
7876&0|8588&0|5111&0|12104&0|7185&0|3005&0|8558&0|4691&0|6834&0|7185&1;9125&0|14509&0|5401&0;7876&0|8588&0|5111&0|12104&0|7185&0|3005&0|8558&0|4691&0|6834&0|7185&1|9125&0|14509&0|5401&0
13416&1|4848&0|17987&0|11224&0|15216&1|9365&0|19659&0|4968&0|12939&0|8094&0;13379&0|1187&1|15586&0;13416&1|4848&0|17987&0|11224&0|15216&1|9365&0|19659&0|4968&0|12939&0|8094&0|13379&0|1187&1|15586&0
9630&0|16363&0|16643&1|18105&0|3874&0|19548&1|17199&0|9526&1|19655&0|5723&0;19435&0|4112&1|3457&0;9630&0|16363&0|16643&1|18105&0|3874&0|19548&1|17199&0|9526&1|19655&0|5723&0|19435&0|4112&1|3457&0
19502&1|16060&1|20422&1|7162&0|18044&1|19176&1|16587&1|13444&1|10771&1|20612&1;15906&0|13107&1|12604&0;19502&1|16060&1|20422&1|7162&0|18044&1|19176&1|16587&1|13444&1|10771&1|20612&1|15906&0|13107&1|12604&0
17174&1|2560&1|8007&1|16171&0|17196&1|19599&1|2175&1|1885&1|17037&1|17495&1;19557&1|11575&1|4904&1;17174&1|2560&1|8007&1|16171&0|17196&1|19599&1|2175&1|1885&1|17037&1|17495&1|19557&1|11575&1|4904&1
13603&1|6667&1|17094&0|8284&0|8828&0|13598&1|19838&1|20715&0|20047&0|4750&0;17694&1|6913&1|17077&1;13603&1|6667&1|17094&0|8284&0|8828&0|13598&1|19838&1|20715&0|20047&0|4750&0|17694&1|6913&1|17077&1
10556&1|20520&1|12105&1|14683&1|15674&1|6904&1|3441&1|16678&1|20440&0|14767&1;16246&1|7583&1|9535&1;10556&1|20520&1|12105&1|14683&1|15674&1|6904&1|3441&1|16678&1|20440&0|14767&1|16246&1|7583&1|9535&1
2765&1|1568&0|18031&0|2590&0|9141&1|20481&0|1770&0|1610&0|20171&0|8798&0;8983&0|20535&0|736&0;2765&1|1568&0|18031&0|2590&0|9141&1|20481&0|1770&0|1610&0|20171&0|8798&0|8983&0|20535&0|736&0
13163&1|6542&1|8566&0|4017&0|20481&0|11749&1|10642&0|4192&0|13709&1|6542&0;20387&1|18947&1|2494&1;13163&1|6542&1|8566&0|4017&0|20481&0|11749&1|10642&0|4192&0|13709&1|6542&0|20387&1|18947&1|2494&1
635&0|5046&0|11095&0|5046&0|11323&0|8520&0|1754&0|7904&0|2344&0|5046&0;4997&1|13891&1|12363&1;635&0|5046&0|11095&0|5046&0|11323&0|8520&0|1754&0|7904&0|2344&0|5046&0|4997&1|13891&1|12363&1
6117&0|8046&0|15671&0|9771&0|13494&0|3455&0|11247&0|5172&0|1154&0|12289&0;4166&1|7415&0|20063&0;6117&0|8046&0|15671&0|9771&0|13494&0|3455&0|11247&0|5172&0|1154&0|12289&0|4166&1|7415&0|20063&0
8981&0|12588&1|5564&1|4312&1|18940&1|8981&0|8427&0|12604&0|18984&1|18984&0;15581&1|12604&1|11762&1;8981&0|12588&1|5564&1|4312&1|18940&1|8981&0|8427&0|12604&0|18984&1|18984&0|15581&1|12604&1|11762&1
18423&0|2748&0|16147&0|3159&1|3013&0|1883&1|1919&1|20616&0|7359&0|14473&1;19133&1|71&0|11674&0;18423&0|2748&0|16147&0|3159&1|3013&0|1883&1|1919&1|20616&0|7359&0|14473&1|19133&1|71&0|11674&0
10129&1|17292&0|8643&0|3787&1|16406&1|16816&0|12885&0|17220&1|16656&0|7001&0;6671&0|16154&0|9637&1;10129&1|17292&0|8643&0|3787&1|16406&1|16816&0|12885&0|17220&1|16656&0|7001&0|6671&0|16154&0|9637&1
12507&0|11012&0|7482&0|12507&0|9753&1|17729&1|9705&1|1293&1|10970&0|10462&0;17356&0|1050&0|18771&1;12507&0|11012&0|7482&0|12507&0|9753&1|17729&1|9705&1|1293&1|10970&0|10462&0|17356&0|1050&0|18771&1
15531&1|20044&1|1109&1|17882&0|19831&1|13860&0|6493&1|15199&1|2718&1|17033&0;14667&1|4811&1|3814&1;15531&1|20044&1|1109&1|17882&0|19831&1|13860&0|6493&1|15199&1|2718&1|17033&0|14667&1|4811&1|3814&1
10069&0|12745&0|10258&0|19638&0|7780&0|3247&0|4545&0|5329&0|12982&0|19638&1;18790&0|1572&0|2267&0;10069&0|12745&0|10258&0|19638&0|7780&0|3247&0|4545&0|5329&0|12982&0|19638&1|18790&0|1572&0|2267&0
13598&0|13163&0|6498&0|3500&0|9657&1|15216&1|2259&0|12604&0|9853&1|3872&0;4017&1|11749&0|8566&0;13598&0|13163&0|6498&0|3500&0|9657&1|15216&1|2259&0|12604&0|9853&1|3872&0|4017&1|11749&0|8566&0
16230&1|12648&0|14213&1|5503&1|18629&1|2099&1|1670&1|19398&0|5420&0|17249&0;14340&0|2099&0|12304&0;16230&1|12648&0|14213&1|5503&1|18629&1|2099&1|1670&1|19398&0|5420&0|17249&0|14340&0|2099&0|12304&0
9117&1|161&0|10456&0|17000&1|13681&1|16435&0|5930&0|13410&1|9311&1|8378&0;13719&1|15056&1|10570&1;9117&1|161&0|10456&0|17000&1|13681&1|16435&0|5930&0|13410&1|9311&1|8378&0|13719&1|15056&1|10570&1
11812&1|5048&0|16263&1|8440&1|9272&1|460&1|2857&0|4969&0|14582&1|12371&0;13892&1|19584&0|5965&0;11812&1|5048&0|16263&1|8440&1|9272&1|460&1|2857&0|4969&0|14582&1|12371&0|13892&1|19584&0|5965&0
17214&0|670&0|2707&0|161&1|15369&0|13705&1|16982&1|9457&0|11725&0|9983&0;1923&0|18639&1|9942&1;17214&0|670&0|2707&0|161&1|15369&0|13705&1|16982&1|9457&0|11725&0|9983&0|1923&0|18639&1|9942&1
9102&1|7933&0|15652&1|5244&1|9102&0|16473&1|6626&1|7933&1|18231&0|16993&1;8268&1|1024&1|12618&1;9102&1|7933&0|15652&1|5244&1|9102&0|16473&1|6626&1|7933&1|18231&0|16993&1|8268&1|1024&1|12618&1
2052&1|9819&1|6896&0|7282&1|19823&1|18357&1|2490&1|83&1|5150&1|15989&1;4615&1|11466&1|5292&1;2052&1|9819&1|6896&0|7282&1|19823&1|18357&1|2490&1|83&1|5150&1|15989&1|4615&1|11466&1|5292&1
1980&0|6499&0|20098&0|10785&0|1873&0|3527&0|1888&1|8760&0|4223&0|8934&0;13468&0|2280&1|14985&0;1980&0|6499&0|20098&0|10785&0|1873&0|3527&0|1888&1|8760&0|4223&0|8934&0|13468&0|2280&1|14985&0
8963&0|15242&1|12900&1|6994&1|14999&1|6812&1|16296&1|19546&0|6452&1|9702&1;4959&1|267&1|14818&1;8963&0|15242&1|12900&1|6994&1|14999&1|6812&1|16296&1|19546&0|6452&1|9702&1|4959&1|267&1|14818&1
13540&1|9700&0|15607&1|8574&0|20011&0|6819&1|8705&0|20759&1|20370&0|12518&1;18934&0|2650&0|12995&0;13540&1|9700&0|15607&1|8574&0|20011&0|6819&1|8705&0|20759&1|20370&0|12518&1|18934&0|2650&0|12995&0
12406&1|1455&1|13513&1|17946&1|12681&1|13902&0|13038&0|6456&1|17899&1|15126&0;19453&1|12819&1|8454&1;12406&1|1455&1|13513&1|17946&1|12681&1|13902&0|13038&0|6456&1|17899&1|15126&0|19453&1|12819&1|8454&1
9942&0|2494&1|10642&0|8566&1|3500&0|13598&0|4192&0|9657&0|13163&1|6779&0;13709&0|12411&0|16975&0;9942&0|2494&1|10642&0|8566&1|3500&0|13598&0|4192&0|9657&0|13163&1|6779&0|13709&0|12411&0|16975&0
10119&0|14343&0|8509&0|9367&0|12170&1|3074&0|4453&0|2421&0|12454&0|1566&0;20642&0|10701&0|8088&0;10119&0|14343&0|8509&0|9367&0|12170&1|3074&0|4453&0|2421&0|12454&0|1566&0|20642&0|10701&0|8088&0
15659&0|8269&1|14572&0|20481&1|20350&1|3329&0|5011&0|356&1|356&0|5011&1;12745&0|9034&0|18042&0;15659&0|8269&1|14572&0|20481&1|20350&1|3329&0|5011&0|356&1|356&0|5011&1|12745&0|9034&0|18042&0
8798&1|356&0|15871&1|11994&1|5544&0|2072&1|5544&1|9187&0|4458&1|14993&0;5011&1|11994&1|15871&1;8798&1|356&0|15871&1|11994&1|5544&0|2072&1|5544&1|9187&0|4458&1|14993&0|5011&1|11994&1|15871&1
13395&1|11428&0|13522&0|13302&1|6206&1|11428&0|8482&0|5944&0|10581&0|8482&1;15591&1|10581&1|7353&0;13395&1|11428&0|13522&0|13302&1|6206&1|11428&0|8482&0|5944&0|10581&0|8482&1|15591&1|10581&1|7353&0
14186&0|16901&0|14929&1|19444&0|18572&0|16901&1|19609&1|14117&0|14117&1|18934&0;12582&0|11487&0|3566&0;14186&0|16901&0|14929&1|19444&0|18572&0|16901&1|19609&1|14117&0|14117&1|18934&0|12582&0|11487&0|3566&0
2732&1|7365&1|16091&1|13598&0|11670&1|9853&0|4192&0|13709&0|10859&1|10364&0;7428&1|10117&1|2266&1;2732&1|7365&1|16091&1|13598&0|11670&1|9853&0|4192&0|13709&0|10859&1|10364&0|7428&1|10117&1|2266&1
5931&1|12856&1|3882&0|5212&1|4114&1|5679&1|2129&1|15521&1|9003&0|15202&1;2461&1|813&0|19771&0;5931&1|12856&1|3882&0|5212&1|4114&1|5679&1|2129&1|15521&1|9003&0|15202&1|2461&1|813&0|19771&0
16029&1|8065&1|11148&1|2059&1|19076&0|13077&1|3195&1|16626&1|6513&1|18763&1;3195&1|2059&1|12242&0;16029&1|8065&1|11148&1|2059&1|19076&0|13077&1|3195&1|16626&1|6513&1|18763&1|3195&1|2059&1|12242&0
7122&1|8617&1|17922&1|13096&1|17797&1|7122&1|13096&1|7122&1|8617&1|13096&1;17797&1|5974&0|5974&1;7122&1|8617&1|17922&1|13096&1|17797&1|7122&1|13096&1|7122&1|8617&1|13096&1|17797&1|5974&0|5974&1
14652&0|18022&1|18270&1|6572&1|13311&0|6572&0|18662&1|16339&1|18662&0|16339&1;14652&1|13077&1|16029&0;14652&0|18022&1|18270&1|6572&1|13311&0|6572&0|18662&1|16339&1|18662&0|16339&1|14652&1|13077&1|16029&0
4563&0|20119&1|15216&1|10581&0|793&0|11963&1|7291&1|6445&1|4312&0|12477&1;9726&0|17197&0|17694&0;4563&0|20119&1|15216&1|10581&0|793&0|11963&1|7291&1|6445&1|4312&0|12477&1|9726&0|17197&0|17694&0
11484&0|14652&1|14700&0|8718&1|4546&1|9853&1|11945&0|12371&1|6885&0|12507&1;14047&1|11749&1|5703&0;11484&0|14652&1|14700&0|8718&1|4546&1|9853&1|11945&0|12371&1|6885&0|12507&1|14047&1|11749&1|5703&0
13614&1|2102&1|8302&1|5506&1|13097&1|7730&1|8126&1|18506&1|4736&1|15698&1;2379&1|9175&1|8773&1;13614&1|2102&1|8302&1|5506&1|13097&1|7730&1|8126&1|18506&1|4736&1|15698&1|2379&1|9175&1|8773&1
2892&0|17006&0|17729&0|1954&0|5199&0|12006&0|13711&0|14519&0|4491&0|1954&1;17004&0|15908&0|8264&0;2892&0|17006&0|17729&0|1954&0|5199&0|12006&0|13711&0|14519&0|4491&0|1954&1|17004&0|15908&0|8264&0
8705&1|4610&1|6528&1|8639&1|15799&0|7626&1|3605&1|7075&0|5191&0|1154&0;3645&0|4610&0|18330&1;8705&1|4610&1|6528&1|8639&1|15799&0|7626&1|3605&1|7075&0|5191&0|1154&0|3645&0|4610&0|18330&1
3934&0|6443&0|16909&0|4271&1|4271&0|571&0|187&0|292&0|2917&0|10701&0;9056&0|17440&0|3358&0;3934&0|6443&0|16909&0|4271&1|4271&0|571&0|187&0|292&0|2917&0|10701&0|9056&0|17440&0|3358&0
7328&1|2540&1|2728&1|5117&1|5483&0|2540&1|17368&1|7487&1|17508&1|12296&0;5117&1|14369&1|12302&0;7328&1|2540&1|2728&1|5117&1|5483&0|2540&1|17368&1|7487&1|17508&1|12296&0|5117&1|14369&1|12302&0
3033&0|8930&1|15595&1|8930&0|4191&1|4191&1|16327&1|20431&1|3033&1|16327&1;3033&1|15581&1|8930&1;3033&0|8930&1|15595&1|8930&0|4191&1|4191&1|16327&1|20431&1|3033&1|16327&1|3033&1|15581&1|8930&1
1792&1|7225&1|437&1|15605&1|17271&1|193&1|7225&0|5274&1|437&1|10862&1;17271&1|7225&1|193&1;1792&1|7225&1|437&1|15605&1|17271&1|193&1|7225&0|5274&1|437&1|10862&1|17271&1|7225&1|193&1
12586&1|17645&1|6036&1|17729&1|1115&1|18064&0|8704&1|8705&0|14652&1|6997&1;1767&0|11682&0|13995&1;12586&1|17645&1|6036&1|17729&1|1115&1|18064&0|8704&1|8705&0|14652&1|6997&1|1767&0|11682&0|13995&1
8106&0|13986&0|15117&1|18164&0|7095&0|15117&0|11223&1|8972&1|874&0|865&0;8972&1|18164&0|4179&0;8106&0|13986&0|15117&1|18164&0|7095&0|15117&0|11223&1|8972&1|874&0|865&0|8972&1|18164&0|4179&0
20279&1|7305&0|7291&1|14089&1|9430&1|7692&0|3556&1|663&1|88&1|4417&1;8108&1|8108&0|20279&0;20279&1|7305&0|7291&1|14089&1|9430&1|7692&0|3556&1|663&1|88&1|4417&1|8108&1|8108&0|20279&0
19005&0|5073&1|13953&0|8480&1|186&1|6342&0|14900&0|13869&1|6717&0|2369&1;12156&0|4234&0|1095&1;19005&0|5073&1|13953&0|8480&1|186&1|6342&0|14900&0|13869&1|6717&0|2369&1|12156&0|4234&0|1095&1
6790&0|13792&1|19607&1|1299&0|13448&0|11813&0|12729&0|17561&0|1299&1|19607&1;3872&0|6790&0|13729&1;6790&0|13792&1|19607&1|1299&0|13448&0|11813&0|12729&0|17561&0|1299&1|19607&1|3872&0|6790&0|13729&1
16791&0|2440&1|20285&1|19825&0|4505&1|20181&1|18947&1|2440&0|14047&1|15098&0;14480&0|15098&0|3905&0;16791&0|2440&1|20285&1|19825&0|4505&1|20181&1|18947&1|2440&0|14047&1|15098&0|14480&0|15098&0|3905&0
16207&0|12240&0|3749&0|5838&0|9986&0|15819&0|19700&0|3506&0|8840&0|3855&0;10619&0|19079&0|16551&1;16207&0|12240&0|3749&0|5838&0|9986&0|15819&0|19700&0|3506&0|8840&0|3855&0|10619&0|19079&0|16551&1
9410&0|17645&0|7291&0|14436&1|16754&0|10489&0|20017&0|17645&1|15098&1|20017&0;18717&0|1717&0|17759&0;9410&0|17645&0|7291&0|14436&1|16754&0|10489&0|20017&0|17645&1|15098&1|20017&0|18717&0|1717&0|17759&0
2981&0|14523&0|7254&0|11400&0|7254&1|20734&0|11749&0|14523&1|19959&0|11400&1;20734&1|2981&1|12003&1;2981&0|14523&0|7254&0|11400&0|7254&1|20734&0|11749&0|14523&1|19959&0|11400&1|20734&1|2981&1|12003&1
13946&0|544&0|19689&0|18627&1|18780&0|14047&1|752&1|9394&0|17356&0|11012&0;18627&0|13946&0|9394&0;13946&0|544&0|19689&0|18627&1|18780&0|14047&1|752&1|9394&0|17356&0|11012&0|18627&0|13946&0|9394&0
5316&1|13852&1|14084&1|2578&1|9512&0|8670&1|9140&1|12807&1|184&1|15934&1;5800&1|17687&1|18446&1;5316&1|13852&1|14084&1|2578&1|9512&0|8670&1|9140&1|12807&1|184&1|15934&1|5800&1|17687&1|18446&1
8543&1|18310&1|18310&0|18042&1|9446&0|2664&1|18310&1|13093&1|18310&1|12438&1;18310&1|13665&0|13665&0;8543&1|18310&1|18310&0|18042&1|9446&0|2664&1|18310&1|13093&1|18310&1|12438&1|18310&1|13665&0|13665&0
17285&1|15344&0|17873&0|17873&1|4364&1|4364&0|15909&1|12656&0|9863&1|4364&1;16089&1|7308&1|10196&1;17285&1|15344&0|17873&0|17873&1|4364&1|4364&0|15909&1|12656&0|9863&1|4364&1|16089&1|7308&1|10196&1
8015&0|14487&1|10719&1|2609&1|1888&0|5405&0|17324&0|8015&0|14487&0|4886&0;5405&0|8015&0|10719&1;8015&0|14487&1|10719&1|2609&1|1888&0|5405&0|17324&0|8015&0|14487&0|4886&0|5405&0|8015&0|10719&1
16898&1|5368&0|11357&0|14328&1|16796&1|2992&1|7152&0|3700&0|20757&1|11264&0;10771&0|11357&0|10771&1;16898&1|5368&0|11357&0|14328&1|16796&1|2992&1|7152&0|3700&0|20757&1|11264&0|10771&0|11357&0|10771&1
13012&1|15986&0|19175&1|6728&0|4456&1|298&0|11029&1|16528&1|4228&0|6728&0;19758&1|9070&1|10237&1;13012&1|15986&0|19175&1|6728&0|4456&1|298&0|11029&1|16528&1|4228&0|6728&0|19758&1|9070&1|10237&1
17263&0|1621&1|16417&1|9337&0|16417&0|17263&0|20526&0|20526&1|5377&0|9337&1;2400&1|5352&0|17064&0;17263&0|1621&1|16417&1|9337&0|16417&0|17263&0|20526&0|20526&1|5377&0|9337&1|2400&1|5352&0|17064&0
10024&1|2812&0|13621&0|12776&0|20700&0|11702&0|14981&0|12341&0|1983&0|7215&0;14981&1|14981&0|10024&0;10024&1|2812&0|13621&0|12776&0|20700&0|11702&0|14981&0|12341&0|1983&0|7215&0|14981&1|14981&0|10024&0
1456&1|13448&1|18174&1|18485&1|13792&1|15424&1|13729&1|11813&1|17561&1|12729&0;17956&1|12309&1|13965&1;1456&1|13448&1|18174&1|18485&1|13792&1|15424&1|13729&1|11813&1|17561&1|12729&0|17956&1|12309&1|13965&1
3545&0|15658&1|12672&0|19949&0|4699&1|5043&0|16041&0|19342&0|11628&1|5030&0;14514&0|8070&0|11803&0;3545&0|15658&1|12672&0|19949&0|4699&1|5043&0|16041&0|19342&0|11628&1|5030&0|14514&0|8070&0|11803&0
13026&1|19559&1|13026&1|13026&1|13026&1|13026&1|13026&1|19559&0|13026&1|13026&1;13026&1|13026&1|13026&1;13026&1|19559&1|13026&1|13026&1|13026&1|13026&1|13026&1|19559&0|13026&1|13026&1|13026&1|13026&1|13026&1
4844&1|16429&0|16429&1|5685&0|9470&0|5685&1|19976&1|19259&0|16429&0|5685&0;11873&0|13203&0|20177&0;4844&1|16429&0|16429&1|5685&0|9470&0|5685&1|19976&1|19259&0|16429&0|5685&0|11873&0|13203&0|20177&0
10349&0|10827&0|6653&0|16988&0|15949&1|14766&1|7833&1|19243&1|12729&1|10800&1;5433&1|17046&1|16672&1;10349&0|10827&0|6653&0|16988&0|15949&1|14766&1|7833&1|19243&1|12729&1|10800&1|5433&1|17046&1|16672&1
13956&1|6109&1|2750&1|15433&0|2750&1|14163&1|3343&1|20153&0|7655&1|16763&1;1948&0|12779&0|8874&0;13956&1|6109&1|2750&1|15433&0|2750&1|14163&1|3343&1|20153&0|7655&1|16763&1|1948&0|12779&0|8874&0
10744&1|16083&1|5766&0|8079&1|2655&1|4314&0|13211&1|17022&1|19739&1|10720&0;18450&1|12640&0|8705&1;10744&1|16083&1|5766&0|8079&1|2655&1|4314&0|13211&1|17022&1|19739&1|10720&0|18450&1|12640&0|8705&1
8592&0|4126&1|2628&1|2814&0|19692&1|1822&1|354&1|17198&1|12843&0|10983&0;17222&1|16091&1|6078&1;8592&0|4126&1|2628&1|2814&0|19692&1|1822&1|354&1|17198&1|12843&0|10983&0|17222&1|16091&1|6078&1
3094&0|19848&0|12504&0|19076&0|18979&0|16898&0|769&0|19336&0|1326&0|17113&0;15100&0|16723&0|19765&0;3094&0|19848&0|12504&0|19076&0|18979&0|16898&0|769&0|19336&0|1326&0|17113&0|15100&0|16723&0|19765&0
13965&1|13448&0|6498&0|13792&0|1299&0|6790&0|13729&0|1680&1|15505&0|20202&0;15424&0|18485&0|12729&0;13965&1|13448&0|6498&0|13792&0|1299&0|6790&0|13729&0|1680&1|15505&0|20202&0|15424&0|18485&0|12729&0
2613&0|4689&1|8919&0|13110&0|1747&1|6555&0|4606&1|15287&1|7649&0|5149&1;9371&1|15861&1|16552&1;2613&0|4689&1|8919&0|13110&0|1747&1|6555&0|4606&1|15287&1|7649&0|5149&1|9371&1|15861&1|16552&1
1188&1|1033&1|19075&1|6419&1|2120&1|2852&1|6040&1|14760&0|15904&0|13356&0;17621&0|10681&0|1537&0;1188&1|1033&1|19075&1|6419&1|2120&1|2852&1|6040&1|14760&0|15904&0|13356&0|17621&0|10681&0|1537&0
14482&0|334&0|16114&0|17962&0|17852&1|9369&0|20291&1|19240&0|17852&0|12597&0;6386&1|99&0|3333&1;14482&0|334&0|16114&0|17962&0|17852&1|9369&0|20291&1|19240&0|17852&0|12597&0|6386&1|99&0|3333&1
12560&1|12163&0|516&0|7686&0|6394&1|11161&1|1134&0|16919&0|14052&1|4266&0;13435&1|357&0|8943&1;12560&1|12163&0|516&0|7686&0|6394&1|11161&1|1134&0|16919&0|14052&1|4266&0|13435&1|357&0|8943&1
11539&1|13363&0|1591&1|12434&1|4464&1|248&1|2328&0|8171&1|13363&1|9699&1;6853&0|4450&0|2412&0;11539&1|13363&0|1591&1|12434&1|4464&1|248&1|2328&0|8171&1|13363&1|9699&1|6853&0|4450&0|2412&0
10115&1|13983&0|8718&1|9669&0|18701&1|20618&1|3265&0|14700&0|15590&0|11484&0;3265&1|6721&0|3859&0;10115&1|13983&0|8718&1|9669&0|18701&1|20618&1|3265&0|14700&0|15590&0|11484&0|3265&1|6721&0|3859&0
3490&0|5564&0|8981&0|12604&1|18984&0|4312&0|11762&0|2720&0|12588&0|14005&0;14041&0|17997&0|10517&1;3490&0|5564&0|8981&0|12604&1|18984&0|4312&0|11762&0|2720&0|12588&0|14005&0|14041&0|17997&0|10517&1
7267&1|2939&1|3447&1|4503&1|8077&1|10656&0|13215&1|8077&1|7267&1|19686&1;10656&0|8077&0|7267&0;7267&1|2939&1|3447&1|4503&1|8077&1|10656&0|13215&1|8077&1|7267&1|19686&1|10656&0|8077&0|7267&0
6999&1|13265&1|7575&1|7575&0|10270&1|4857&1|9210&1|3019&0|19958&0|7575&0;10270&0|19958&1|10852&1;6999&1|13265&1|7575&1|7575&0|10270&1|4857&1|9210&1|3019&0|19958&0|7575&0|10270&0|19958&1|10852&1
6684&0|12904&0|6684&1|6684&0|14005&0|6684&1|6684&1|2297&0|15216&1|6684&0;3222&0|6684&1|18529&0;6684&0|12904&0|6684&1|6684&0|14005&0|6684&1|6684&1|2297&0|15216&1|6684&0|3222&0|6684&1|18529&0
6917&1|18222&0|14091&1|9468&0|137&0|10416&1|14040&1|14040&0|7378&0|10167&1;3325&1|18606&0|8391&1;6917&1|18222&0|14091&1|9468&0|137&0|10416&1|14040&1|14040&0|7378&0|10167&1|3325&1|18606&0|8391&1
1578&1|2879&1|11484&1|9853&1|14436&0|15216&0|4192&1|10234&0|4452&1|13691&1;4192&0|19752&1|11749&1;1578&1|2879&1|11484&1|9853&1|14436&0|15216&0|4192&1|10234&0|4452&1|13691&1|4192&0|19752&1|11749&1
12602&0|37&0|1665&0|12604&1|7181&0|16156&0|5875&1|20761&0|140&0|9711&0;11555&0|1284&0|15609&0;12602&0|37&0|1665&0|12604&1|7181&0|16156&0|5875&1|20761&0|140&0|9711&0|11555&0|1284&0|15609&0
4583&1|11583&1|14008&1|13157&1|19312&1|5390&1|19154&1|12761&1|15141&1|14665&1;4510&1|8340&1|2176&0;4583&1|11583&1|14008&1|13157&1|19312&1|5390&1|19154&1|12761&1|15141&1|14665&1|4510&1|8340&1|2176&0
6302&1|19095&1|17104&0|19623&0|9141&0|8710&0|14839&0|1555&0|12045&0|6142&0;15875&0|6674&0|6155&0;6302&1|19095&1|17104&0|19623&0|9141&0|8710&0|14839&0|1555&0|12045&0|6142&0|15875&0|6674&0|6155&0
15400&1|15165&0|15773&0|10732&0|5462&0|15216&1|10517&1|3668&0|3515&1|11831&0;18698&0|8880&0|892&0;15400&1|15165&0|15773&0|10732&0|5462&0|15216&1|10517&1|3668&0|3515&1|11831&0|18698&0|8880&0|892&0
4403&1|7372&0|8772&0|9843&0|8524&0|19331&0|20398&0|19931&0|15064&0|17119&0;10879&0|13364&0|9185&0;4403&1|7372&0|8772&0|9843&0|8524&0|19331&0|20398&0|19931&0|15064&0|17119&0|10879&0|13364&0|9185&0
10364&1|20068&0|4935&0|20481&0|15505&0|12729&0|17261&0|14724&0|11246&0|14130&1;7977&0|6790&0|13792&0;10364&1|20068&0|4935&0|20481&0|15505&0|12729&0|17261&0|14724&0|11246&0|14130&1|7977&0|6790&0|13792&0
20481&1|16211&1|752&1|14140&1|8995&1|14652&1|19517&1|6383&1|12604&1|9860&1;8776&0|13598&0|20047&0;20481&1|16211&1|752&1|14140&1|8995&1|14652&1|19517&1|6383&1|12604&1|9860&1|8776&0|13598&0|20047&0
19833&0|19262&1|6527&1|10473&1|3438&1|5184&1|16119&0|17851&1|17611&1|16298&1;4445&0|9926&0|4636&0;19833&0|19262&1|6527&1|10473&1|3438&1|5184&1|16119&0|17851&1|17611&1|16298&1|4445&0|9926&0|4636&0
16372&1|17401&1|12541&0|16626&0|16730&0|15267&0|3178&0|9636&1|12285&1|8452&1;6513&0|9178&0|17694&0;16372&1|17401&1|12541&0|16626&0|16730&0|15267&0|3178&0|9636&1|12285&1|8452&1|6513&0|9178&0|17694&0
704&0|9942&0|9267&0|7782&0|11341&1|2435&0|19190&0|17067&1|14209&1|2993&0;10697&0|4637&0|7219&0;704&0|9942&0|9267&0|7782&0|11341&1|2435&0|19190&0|17067&1|14209&1|2993&0|10697&0|4637&0|7219&0
4017&1|17113&0|11945&1|13598&1|11484&1|12604&1|13163&1|15216&1|20481&1|9853&0;1224&1|10642&1|1284&1;4017&1|17113&0|11945&1|13598&1|11484&1|12604&1|13163&1|15216&1|20481&1|9853&0|1224&1|10642&1|1284&1
16687&1|1076&1|6083&1|7890&1|14211&1|1732&0|15549&1|17275&1|18376&0|19045&1;147&0|11800&1|12516&0;16687&1|1076&1|6083&1|7890&1|14211&1|1732&0|15549&1|17275&1|18376&0|19045&1|147&0|11800&1|12516&0
5692&0|2643&1|18058&1|15770&1|16780&1|4210&1|5582&1|20601&1|20247&1|3154&1;19011&1|12565&1|3768&1;5692&0|2643&1|18058&1|15770&1|16780&1|4210&1|5582&1|20601&1|20247&1|3154&1|19011&1|12565&1|3768&1
522&0|8632&1|11072&1|13350&0|5719&1|4720&1|109&1|15661&0|12636&1|14842&1;9606&1|771&0|10454&0;522&0|8632&1|11072&1|13350&0|5719&1|4720&1|109&1|15661&0|12636&1|14842&1|9606&1|771&0|10454&0
18943&1|4873&0|13568&1|18066&1|8379&1|476&0|19004&0|18066&0|17246&1|19481&1;4873&0|18943&0|17246&1;18943&1|4873&0|13568&1|18066&1|8379&1|476&0|19004&0|18066&0|17246&1|19481&1|4873&0|18943&0|17246&1
14835&0|1528&0|20559&0|9964&0|7993&0|6292&0|6576&1|2625&1|7611&0|4665&0;5760&0|14702&0|14445&0;14835&0|1528&0|20559&0|9964&0|7993&0|6292&0|6576&1|2625&1|7611&0|4665&0|5760&0|14702&0|14445&0
15216&0|13965&0|19896&1|8833&1|5280&0|2526&0|6801&0|6801&0|5280&0|20061&0;16564&1|10337&1|10337&1;15216&0|13965&0|19896&1|8833&1|5280&0|2526&0|6801&0|6801&0|5280&0|20061&0|16564&1|10337&1|10337&1
42&1|13577&1|3846&0|13876&0|1960&1|8599&1|731&0|1426&1|2488&0|15089&1;18740&0|19766&0|13890&0;42&1|13577&1|3846&0|13876&0|1960&1|8599&1|731&0|1426&1|2488&0|15089&1|18740&0|19766&0|13890&0
3025&0|10829&0|14806&1|17720&0|17063&1|440&1|9589&0|9877&1|15264&1|11749&0;10245&1|15264&1|6392&1;3025&0|10829&0|14806&1|17720&0|17063&1|440&1|9589&0|9877&1|15264&1|11749&0|10245&1|15264&1|6392&1
10823&1|10744&1|2933&0|5213&0|12243&0|20761&0|8697&0|12243&1|359&0|2422&0;8367&0|5574&0|6228&0;10823&1|10744&1|2933&0|5213&0|12243&0|20761&0|8697&0|12243&1|359&0|2422&0|8367&0|5574&0|6228&0
